"IDFACTURA";"IDVCTO";"FECHA";"IMPORTE"
9751;6058;20/4/2003 0:00:00;103.50 €
9752;6059;5/5/2004 0:00:00;180.38 €
9753;6060;30/3/2004 0:00:00;180.38 €
9754;6061;7/2/2004 0:00:00;147.90 €
9755;6062;23/2/2004 0:00:00;678.81 €
9757;6063;25/3/2004 0:00:00;196.04 €
9758;6064;23/4/2004 0:00:00;412.95 €
9759;6065;23/2/2004 0:00:00;877.89 €
9761;6066;25/4/2004 0:00:00;346.33 €
9762;6067;23/4/2004 0:00:00;930.78 €
9763;6068;23/3/2004 0:00:00;187.31 €
9764;6069;23/2/2004 0:00:00;718.48 €
9765;6070;6/5/2004 0:00:00;1449.90 €
9766;6071;25/4/2004 0:00:00;1469.27 €
9767;6072;23/3/2004 0:00:00;144.92 €
9769;6073;25/4/2004 0:00:00;173.16 €
9771;6074;23/4/2004 0:00:00;2198.17 €
9772;6075;25/3/2004 0:00:00;888.06 €
9773;6076;23/4/2004 0:00:00;361.55 €
9774;6077;23/4/2004 0:00:00;919.14 €
9775;6078;10/5/2004 0:00:00;180.38 €
9776;6079;30/3/2004 0:00:00;680.29 €
9777;6080;20/5/2004 0:00:00;715.31 €
9778;6081;23/4/2004 0:00:00;368.57 €
9779;6082;25/3/2004 0:00:00;1021.28 €
9779;6083;25/4/2004 0:00:00;1021.28 €
9779;6084;25/5/2004 0:00:00;1021.28 €
9779;6085;25/6/2004 0:00:00;1021.28 €
9781;6086;23/3/2004 0:00:00;993.96 €
9784;6087;23/3/2004 0:00:00;1798.86 €
9785;6088;23/2/2004 0:00:00;16.41 €
9786;6089;25/4/2004 0:00:00;2932.38 €
9787;6090;23/3/2004 0:00:00;395.13 €
9788;6091;23/4/2004 0:00:00;3858.75 €
9790;6092;23/3/2004 0:00:00;1982.18 €
9790;6093;23/4/2004 0:00:00;1982.18 €
9790;6094;23/5/2004 0:00:00;1982.18 €
9790;6095;23/6/2004 0:00:00;1982.18 €
9790;6096;23/7/2004 0:00:00;1982.20 €
9792;6097;23/2/2004 0:00:00;257.88 €
9794;6098;5/5/2004 0:00:00;290.81 €
9796;6099;15/5/2004 0:00:00;912.55 €
9796;6100;15/6/2004 0:00:00;912.54 €
9797;6101;23/4/2004 0:00:00;1226.26 €
9798;6102;25/3/2004 0:00:00;1060.87 €
9799;6103;23/4/2004 0:00:00;1959.03 €
9802;6105;10/5/2004 0:00:00;1175.54 €
9803;6106;29/2/2004 0:00:00;1108.16 €
9804;6107;27/4/2004 0:00:00;3385.19 €
9805;6108;10/4/2004 0:00:00;1569.85 €
9806;6109;20/4/2004 0:00:00;1187.69 €
9807;6110;10/5/2004 0:00:00;10.36 €
9808;6111;30/3/2004 0:00:00;1368.42 €
9809;6112;30/4/2004 0:00:00;323.32 €
9810;6113;20/4/2004 0:00:00;1038.03 €
9811;6114;30/4/2004 0:00:00;110.10 €
9813;6115;29/2/2004 0:00:00;502.74 €
9814;6140;15/4/2004 0:00:00;104.30 €
9815;6116;30/3/2004 0:00:00;618.95 €
9816;6117;30/3/2004 0:00:00;1875.43 €
9817;6118;30/4/2004 0:00:00;402.08 €
9818;6119;30/3/2004 0:00:00;1745.88 €
9819;6120;15/4/2004 0:00:00;893.43 €
9820;6121;15/4/2004 0:00:00;1266.09 €
9821;6122;10/4/2004 0:00:00;237.43 €
9822;6123;30/4/2004 0:00:00;1879.41 €
9823;6141;15/5/2004 0:00:00;1225.91 €
9824;6124;30/3/2004 0:00:00;1340.44 €
9826;6142;20/5/2004 0:00:00;69.60 €
9827;6125;10/5/2004 0:00:00;3011.84 €
9828;6126;30/4/2004 0:00:00;1370.18 €
9829;6127;20/5/2004 0:00:00;2478.89 €
9830;6128;30/4/2004 0:00:00;4741.50 €
9831;6129;30/4/2004 0:00:00;143.52 €
9832;6130;30/3/2004 0:00:00;620.60 €
9833;6131;30/3/2004 0:00:00;1108.38 €
9834;6132;29/2/2004 0:00:00;16.80 €
9835;6133;5/5/2004 0:00:00;782.70 €
9836;6134;30/4/2004 0:00:00;372.96 €
9837;6135;25/4/2004 0:00:00;1133.99 €
9838;6136;30/3/2004 0:00:00;1138.54 €
9839;6137;20/5/2004 0:00:00;392.39 €
9840;6138;20/5/2004 0:00:00;98.58 €
9843;6139;30/4/2004 0:00:00;1081.98 €
9845;6143;30/1/2004 0:00:00;3307.12 €
9846;6144;26/4/2004 0:00:00;751.68 €
9847;6145;26/2/2004 0:00:00;263.51 €
9847;6146;27/3/2004 0:00:00;263.51 €
9847;6147;26/4/2004 0:00:00;263.50 €
9848;6148;26/4/2004 0:00:00;835.20 €
9849;6149;26/4/2004 0:00:00;790.52 €
9850;6150;26/4/2004 0:00:00;694.05 €
9851;6151;30/3/2004 0:00:00;1351.82 €
9852;6152;29/2/2004 0:00:00;2366.40 €
9852;6153;30/3/2004 0:00:00;2366.40 €
9852;6154;29/4/2004 0:00:00;2366.40 €
9853;6155;29/4/2004 0:00:00;63.96 €
9854;6156;20/5/2004 0:00:00;717.00 €
9855;6157;29/4/2004 0:00:00;1139.07 €
9856;6158;10/5/2004 0:00:00;125.86 €
9857;6159;15/4/2004 0:00:00;423.72 €
9858;6160;29/4/2004 0:00:00;552.16 €
9859;6161;5/5/2004 0:00:00;869.71 €
9860;6162;29/4/2004 0:00:00;169.09 €
9861;6163;10/5/2004 0:00:00;288.24 €
9862;6164;30/1/2004 0:00:00;286.62 €
9863;6165;15/5/2004 0:00:00;92.37 €
9864;6166;29/4/2004 0:00:00;723.84 €
9865;6167;29/4/2004 0:00:00;1625.55 €
9866;6168;29/4/2004 0:00:00;1097.50 €
9867;6169;25/5/2004 0:00:00;4436.52 €
9869;6170;29/4/2004 0:00:00;438.90 €
9870;6171;29/2/2004 0:00:00;3.34 €
9871;6172;27/4/2004 0:00:00;180.67 €
9872;6173;30/3/2004 0:00:00;731.70 €
9873;6174;29/2/2004 0:00:00;89.27 €
9874;6175;15/4/2004 0:00:00;497.54 €
9875;6176;5/5/2004 0:00:00;283.11 €
9876;6177;20/4/2004 0:00:00;1007.59 €
9878;6178;30/3/2004 0:00:00;164.67 €
9879;6179;30/3/2004 0:00:00;4018.31 €
9880;6180;30/4/2004 0:00:00;278.69 €
9881;6181;30/3/2004 0:00:00;1783.50 €
9882;6185;30/3/2004 0:00:00;609.42 €
9884;6182;28/1/2004 0:00:00;244.57 €
9885;6183;10/4/2004 0:00:00;-132.46 €
9886;6184;30/3/2004 0:00:00;1249.58 €
9888;6186;25/4/2004 0:00:00;241.36 €
9889;6187;25/4/2004 0:00:00;2030.17 €
9890;6226;20/4/2004 0:00:00;618.69 €
9891;6188;25/3/2004 0:00:00;466.93 €
9892;6189;20/4/2004 0:00:00;293.47 €
9893;6190;25/4/2004 0:00:00;36.70 €
9894;6191;30/4/2004 0:00:00;116.48 €
9895;6192;21/3/2004 0:00:00;1524.72 €
9896;6193;20/4/2004 0:00:00;893.35 €
9897;6194;20/4/2004 0:00:00;623.12 €
9898;6195;20/4/2004 0:00:00;101.14 €
9899;6196;20/4/2004 0:00:00;352.81 €
9900;6197;5/5/2004 0:00:00;169.00 €
9901;6198;30/4/2004 0:00:00;300.07 €
9902;6199;21/4/2004 0:00:00;4681.37 €
9903;6200;21/4/2004 0:00:00;94.40 €
9904;6201;25/4/2004 0:00:00;594.65 €
9905;6202;25/3/2004 0:00:00;54.93 €
9906;6203;21/4/2004 0:00:00;355.30 €
9907;6227;21/4/2004 0:00:00;2265.91 €
9908;6204;25/4/2004 0:00:00;177.67 €
9909;6205;22/4/2004 0:00:00;331.10 €
9910;6206;25/4/2004 0:00:00;222.31 €
9911;6207;25/4/2004 0:00:00;155.58 €
9912;6208;25/4/2004 0:00:00;20.82 €
9913;6209;10/5/2004 0:00:00;765.41 €
9914;6210;27/4/2004 0:00:00;127.25 €
9915;6211;27/4/2004 0:00:00;94.98 €
9916;6212;5/5/2004 0:00:00;1771.38 €
9917;6213;30/4/2004 0:00:00;38.74 €
9918;6214;28/4/2004 0:00:00;80.94 €
9919;6215;28/4/2004 0:00:00;1335.17 €
9920;6216;28/4/2004 0:00:00;1305.12 €
9921;6217;29/3/2004 0:00:00;247.82 €
9922;6218;5/5/2004 0:00:00;176.58 €
9923;6219;10/5/2004 0:00:00;56.43 €
9924;6220;30/3/2004 0:00:00;127.22 €
9925;6221;25/4/2004 0:00:00;795.96 €
9926;6222;29/4/2004 0:00:00;79.36 €
9927;6223;29/4/2004 0:00:00;49.17 €
9928;6224;29/4/2004 0:00:00;1752.67 €
9929;6225;15/5/2004 0:00:00;3608.25 €
9931;6228;29/2/2004 0:00:00;11.45 €
9932;6229;6/3/2004 0:00:00;360.10 €
9933;6230;20/5/2004 0:00:00;914.36 €
9934;6231;6/5/2004 0:00:00;1224.31 €
9935;6232;2/5/2004 0:00:00;153.35 €
9936;6233;6/3/2004 0:00:00;1797.28 €
9937;6234;25/5/2004 0:00:00;1219.09 €
9938;6235;25/5/2004 0:00:00;579.88 €
9940;6236;30/5/2004 0:00:00;382.52 €
9941;6237;20/4/2004 0:00:00;931.14 €
9942;6238;6/5/2004 0:00:00;1051.52 €
9943;6239;6/3/2004 0:00:00;424.38 €
9944;6240;30/4/2004 0:00:00;513.39 €
9946;6241;15/6/2004 0:00:00;2012.09 €
9946;6242;15/7/2004 0:00:00;2012.09 €
9947;6243;20/5/2004 0:00:00;473.86 €
9948;6244;6/5/2004 0:00:00;374.82 €
9949;6245;5/6/2004 0:00:00;1494.74 €
9951;6246;20/5/2004 0:00:00;1459.98 €
9952;6247;6/5/2004 0:00:00;1488.06 €
9954;6248;25/4/2004 0:00:00;1745.62 €
9955;6249;25/4/2004 0:00:00;487.06 €
9955;6250;25/5/2004 0:00:00;487.05 €
9956;6251;20/4/2004 0:00:00;2005.98 €
9957;6252;6/3/2004 0:00:00;180.38 €
9958;6253;15/6/2004 0:00:00;180.38 €
9959;6254;25/5/2004 0:00:00;527.17 €
9960;6255;5/6/2004 0:00:00;180.38 €
9961;6256;20/4/2004 0:00:00;2185.70 €
9962;6257;20/5/2004 0:00:00;360.76 €
9963;6258;25/4/2004 0:00:00;180.38 €
9965;6259;25/3/2004 0:00:00;1594.78 €
9966;6260;25/3/2004 0:00:00;1523.66 €
9967;6261;25/3/2004 0:00:00;637.06 €
9968;6262;30/3/2004 0:00:00;856.45 €
9969;6263;25/3/2004 0:00:00;862.60 €
9970;6264;25/3/2004 0:00:00;616.99 €
9971;6265;15/4/2004 0:00:00;5637.39 €
9972;6266;25/4/2004 0:00:00;7134.15 €
9973;6267;6/4/2004 0:00:00;650.30 €
9974;6268;15/4/2004 0:00:00;751.75 €
9975;6269;6/3/2004 0:00:00;287.27 €
9976;6270;10/4/2004 0:00:00;696.85 €
9977;6271;6/4/2004 0:00:00;215.35 €
9978;6272;6/4/2004 0:00:00;741.73 €
9979;6298;6/3/2004 0:00:00;13.28 €
9980;6273;5/6/2004 0:00:00;1215.23 €
9981;6274;30/5/2004 0:00:00;793.52 €
9982;6275;20/4/2004 0:00:00;1007.59 €
9984;6276;15/5/2004 0:00:00;682.92 €
9984;6277;15/6/2004 0:00:00;682.92 €
9985;6278;6/5/2004 0:00:00;2128.62 €
9986;6279;6/4/2004 0:00:00;1212.19 €
9989;6280;15/4/2004 0:00:00;1441.08 €
9990;6281;6/4/2004 0:00:00;139.90 €
9991;6282;6/4/2004 0:00:00;270.16 €
9993;6283;6/5/2004 0:00:00;2220.19 €
9994;6284;6/4/2004 0:00:00;728.90 €
9995;6285;6/5/2004 0:00:00;315.45 €
9996;6286;6/4/2004 0:00:00;707.45 €
9999;6287;20/5/2004 0:00:00;1307.84 €
10000;6288;3/5/2004 0:00:00;381.08 €
10001;6289;10/5/2004 0:00:00;605.07 €
10002;6290;30/5/2004 0:00:00;2653.99 €
10003;6291;10/5/2004 0:00:00;1600.99 €
10004;6292;25/5/2004 0:00:00;112.72 €
10005;6293;29/2/2004 0:00:00;84.41 €
10006;6294;5/5/2004 0:00:00;611.10 €
10007;6295;4/5/2004 0:00:00;1046.93 €
10008;6296;20/5/2004 0:00:00;240.87 €
10009;6299;5/5/2004 0:00:00;776.67 €
10010;6297;25/5/2004 0:00:00;820.91 €
10012;6300;20/5/2004 0:00:00;1074.18 €
10013;6301;20/3/2004 0:00:00;2110.90 €
10014;6302;15/4/2004 0:00:00;602.04 €
10015;6303;25/5/2004 0:00:00;2414.89 €
10016;6304;22/5/2004 0:00:00;481.63 €
10018;6305;25/5/2004 0:00:00;147.90 €
10019;6306;20/4/2004 0:00:00;834.41 €
10020;6307;13/5/2004 0:00:00;884.34 €
10021;6308;20/4/2004 0:00:00;652.48 €
10022;6309;13/5/2004 0:00:00;272.48 €
10023;6310;13/3/2004 0:00:00;159.43 €
10025;6311;15/6/2004 0:00:00;318.86 €
10026;6312;13/4/2020 0:00:00;908.28 €
10027;6313;13/4/2004 0:00:00;1200.69 €
10028;6314;25/5/2004 0:00:00;195.85 €
10029;6315;25/5/2004 0:00:00;199.61 €
10030;6316;13/5/2004 0:00:00;3456.08 €
10031;6317;25/4/2004 0:00:00;2890.09 €
10032;6318;13/5/2004 0:00:00;591.60 €
10033;6319;5/6/2004 0:00:00;1127.33 €
10034;6320;20/5/2004 0:00:00;386.70 €
10035;6327;13/3/2004 0:00:00;65.10 €
10036;6321;25/4/2004 0:00:00;1244.70 €
10037;6322;13/4/2004 0:00:00;460.15 €
10038;6323;13/5/2004 0:00:00;707.60 €
10039;6324;13/4/2004 0:00:00;934.17 €
10040;6325;13/5/2004 0:00:00;383.31 €
10042;6326;13/2/2004 0:00:00;4533.84 €
10044;6328;27/5/2004 0:00:00;191.10 €
10045;6329;20/5/2004 0:00:00;228.86 €
10046;6330;9/5/2004 0:00:00;51.53 €
10047;6331;9/5/2004 0:00:00;1103.32 €
10048;6332;25/5/2004 0:00:00;747.94 €
10049;6333;10/5/2004 0:00:00;211.41 €
10050;6334;20/4/2004 0:00:00;2357.40 €
10051;6335;11/5/2004 0:00:00;58.51 €
10052;6336;10/5/2004 0:00:00;355.74 €
10053;6337;27/5/2004 0:00:00;99.75 €
10054;6338;25/5/2004 0:00:00;45.09 €
10055;6339;13/5/2004 0:00:00;658.62 €
10056;6340;20/5/2004 0:00:00;367.57 €
10057;6341;10/6/2004 0:00:00;463.57 €
10058;6342;20/5/2004 0:00:00;403.69 €
10059;6343;13/5/2004 0:00:00;74.96 €
10063;6344;5/5/2004 0:00:00;1796.97 €
10063;6345;5/6/2004 0:00:00;1796.97 €
10063;6346;5/7/2004 0:00:00;1796.97 €
10064;6347;25/5/2004 0:00:00;-1975.00 €
10065;6348;30/4/2004 0:00:00;523.29 €
10066;6349;16/5/2004 0:00:00;50.15 €
10067;6350;20/6/2004 0:00:00;485.56 €
10069;6351;16/5/2004 0:00:00;310.86 €
10070;6375;25/5/2004 0:00:00;625.88 €
10071;6352;5/6/2004 0:00:00;1627.96 €
10072;6353;16/5/2004 0:00:00;45.30 €
10073;6354;17/3/2004 0:00:00;312.13 €
10074;6355;25/5/2004 0:00:00;503.51 €
10076;6356;16/2/2004 0:00:00;277.15 €
10077;6357;16/5/2004 0:00:00;58.42 €
10078;6358;16/5/2004 0:00:00;656.83 €
10079;6359;15/6/2004 0:00:00;165.00 €
10080;6360;16/5/2004 0:00:00;127.51 €
10081;6361;16/5/2004 0:00:00;334.71 €
10082;6362;16/5/2004 0:00:00;133.06 €
10083;6363;25/5/2004 0:00:00;493.00 €
10084;6364;10/5/2004 0:00:00;280.75 €
10085;6365;16/2/2004 0:00:00;514.24 €
10086;6366;13/3/2004 0:00:00;1119.42 €
10087;6367;10/5/2004 0:00:00;647.22 €
10088;6368;13/5/2004 0:00:00;139.79 €
10089;6369;10/5/2004 0:00:00;1113.70 €
10092;6370;25/4/2004 0:00:00;869.08 €
10093;6371;13/4/2004 0:00:00;154.41 €
10095;6372;13/4/2004 0:00:00;1466.56 €
10101;6373;9/4/2004 0:00:00;718.75 €
10102;6374;25/4/2004 0:00:00;2789.00 €
10106;6376;13/4/2004 0:00:00;2391.46 €
10107;6377;20/3/2004 0:00:00;85.94 €
10108;6378;25/4/2004 0:00:00;407.35 €
10109;6379;20/5/2004 0:00:00;1595.46 €
10110;6380;30/5/2004 0:00:00;1399.96 €
10111;6381;30/4/2004 0:00:00;3746.87 €
10112;6382;20/5/2004 0:00:00;1013.38 €
10113;6383;26/4/2004 0:00:00;1305.79 €
10114;6384;20/4/2004 0:00:00;1034.42 €
10115;6385;30/4/2004 0:00:00;1563.29 €
10117;6386;30/4/2004 0:00:00;1009.13 €
10118;6387;20/5/2004 0:00:00;1133.48 €
10119;6388;20/4/2004 0:00:00;397.71 €
10120;6389;25/4/2004 0:00:00;1060.98 €
10121;6390;20/4/2004 0:00:00;515.35 €
10121;6391;20/5/2004 0:00:00;515.35 €
10121;6392;20/6/2004 0:00:00;515.35 €
10122;6393;20/5/2004 0:00:00;1536.21 €
10123;6394;20/5/2004 0:00:00;951.05 €
10124;6395;20/5/2004 0:00:00;1230.83 €
10125;6396;25/5/2004 0:00:00;1144.12 €
10127;6397;20/5/2004 0:00:00;1136.43 €
10129;6398;20/4/2004 0:00:00;200.68 €
10130;6399;20/4/2004 0:00:00;476.12 €
10131;6400;25/4/2004 0:00:00;959.09 €
10135;6401;13/5/2004 0:00:00;469.66 €
10137;6402;18/4/2004 0:00:00;403.68 €
10138;6403;25/4/2004 0:00:00;665.99 €
10139;6405;20/4/2004 0:00:00;435.90 €
10140;6404;15/5/2004 0:00:00;905.60 €
10141;6406;25/5/2004 0:00:00;1203.06 €
10142;6407;20/3/2004 0:00:00;0.00 €
10143;6469;20/3/2004 0:00:00;112.25 €
10146;6408;20/5/2004 0:00:00;358.00 €
10147;6409;5/6/2004 0:00:00;111.21 €
10148;6410;5/6/2004 0:00:00;146.72 €
10149;6411;27/3/2004 0:00:00;364.99 €
10150;6412;27/3/2004 0:00:00;708.05 €
10151;6413;15/5/2004 0:00:00;1274.07 €
10152;6414;5/6/2004 0:00:00;243.79 €
10153;6415;27/5/2004 0:00:00;951.35 €
10155;6416;10/5/2004 0:00:00;1004.73 €
10156;6417;10/6/2004 0:00:00;2992.87 €
10157;6418;5/6/2004 0:00:00;99.35 €
10158;6419;27/5/2004 0:00:00;1428.61 €
10159;6420;27/4/2004 0:00:00;119.43 €
10160;6421;27/4/2004 0:00:00;1539.62 €
10161;6422;10/6/2004 0:00:00;627.30 €
10162;6423;25/5/2004 0:00:00;294.06 €
10163;6424;27/4/2004 0:00:00;588.38 €
10164;6425;27/5/2004 0:00:00;1230.11 €
10166;6426;10/6/2004 0:00:00;138.02 €
10167;6427;27/5/2004 0:00:00;1051.52 €
10168;6428;20/6/2004 0:00:00;3148.46 €
10169;6429;27/4/2004 0:00:00;938.00 €
10170;6430;27/4/2004 0:00:00;2731.78 €
10172;6431;27/5/2004 0:00:00;292.81 €
10173;6432;5/6/2004 0:00:00;737.11 €
10174;6433;15/5/2004 0:00:00;492.04 €
10175;6434;10/6/2004 0:00:00;1009.65 €
10176;6435;20/6/2004 0:00:00;1062.79 €
10177;6436;27/5/2004 0:00:00;1004.79 €
10178;6517;20/6/2004 0:00:00;355.12 €
10179;6437;27/4/2004 0:00:00;568.77 €
10180;6438;27/4/2004 0:00:00;1051.52 €
10181;6439;25/6/2004 0:00:00;586.61 €
10182;6440;27/4/2004 0:00:00;487.72 €
10183;6441;27/5/2004 0:00:00;609.70 €
10184;6442;27/5/2004 0:00:00;494.74 €
10185;6443;27/4/2004 0:00:00;162.38 €
10185;6444;27/5/2004 0:00:00;162.38 €
10185;6445;27/6/2004 0:00:00;162.38 €
10186;6446;27/5/2004 0:00:00;1493.80 €
10187;6447;27/5/2004 0:00:00;1631.84 €
10189;6448;15/5/2004 0:00:00;875.68 €
10190;6449;20/6/2004 0:00:00;84.71 €
10191;6450;20/4/2004 0:00:00;353.51 €
10194;6471;27/3/2004 0:00:00;123.71 €
10195;6472;27/3/2004 0:00:00;99.04 €
10196;6451;10/5/2004 0:00:00;684.45 €
10197;6452;27/5/2004 0:00:00;870.00 €
10198;6453;27/4/2004 0:00:00;304.45 €
10199;6454;27/4/2004 0:00:00;271.86 €
10200;6455;15/5/2004 0:00:00;382.17 €
10201;6456;5/6/2004 0:00:00;2248.44 €
10202;6457;5/6/2004 0:00:00;4895.74 €
10202;6458;5/7/2004 0:00:00;4895.73 €
10203;6459;27/4/2004 0:00:00;22.69 €
10204;6460;15/6/2004 0:00:00;1462.10 €
10206;6461;27/4/2004 0:00:00;1868.59 €
10206;6462;27/5/2004 0:00:00;1868.58 €
10207;6463;27/3/2004 0:00:00;211.06 €
10207;6464;27/4/2004 0:00:00;211.06 €
10207;6465;27/5/2004 0:00:00;217.45 €
10209;6466;30/4/2004 0:00:00;557.38 €
10210;6467;27/4/2004 0:00:00;763.11 €
10213;6468;27/5/2004 0:00:00;1007.59 €
10214;6470;27/5/2004 0:00:00;193.98 €
10219;6473;12/3/2004 0:00:00;58.22 €
10220;6474;16/5/2004 0:00:00;62.69 €
10221;6475;16/5/2004 0:00:00;49.31 €
10222;6476;16/5/2004 0:00:00;59.19 €
10223;6477;16/5/2004 0:00:00;401.14 €
10224;6478;17/5/2004 0:00:00;112.72 €
10225;6479;18/5/2004 0:00:00;95.61 €
10226;6480;25/5/2004 0:00:00;555.83 €
10227;6481;18/4/2004 0:00:00;272.41 €
10228;6482;30/5/2004 0:00:00;60.18 €
10229;6483;30/5/2004 0:00:00;2256.61 €
10230;6484;19/5/2004 0:00:00;530.70 €
10231;6485;20/4/2004 0:00:00;2380.90 €
10232;6486;20/5/2004 0:00:00;172.65 €
10233;6487;20/5/2004 0:00:00;126.01 €
10234;6488;20/5/2004 0:00:00;4705.17 €
10235;6489;20/5/2004 0:00:00;401.14 €
10236;6490;23/4/2004 0:00:00;1308.64 €
10237;6491;23/5/2004 0:00:00;714.17 €
10238;6492;25/4/2004 0:00:00;535.36 €
10239;6493;25/5/2004 0:00:00;425.21 €
10240;6494;5/6/2004 0:00:00;1047.93 €
10241;6495;20/6/2004 0:00:00;2190.60 €
10242;6496;25/5/2004 0:00:00;347.54 €
10243;6497;20/6/2004 0:00:00;1033.06 €
10244;6498;10/6/2004 0:00:00;1077.81 €
10245;6499;10/6/2004 0:00:00;252.66 €
10246;6500;30/5/2004 0:00:00;1608.72 €
10247;6501;20/6/2004 0:00:00;218.17 €
10248;6502;10/6/2004 0:00:00;835.07 €
10249;6503;27/5/2004 0:00:00;117.31 €
10250;6504;20/6/2004 0:00:00;71.11 €
10251;6505;10/6/2004 0:00:00;120.27 €
10258;6506;27/5/2004 0:00:00;569.63 €
10260;6507;27/5/2004 0:00:00;175.55 €
10262;6508;5/6/2004 0:00:00;1173.51 €
10264;6509;28/3/2004 0:00:00;-104.57 €
10265;6510;27/5/2004 0:00:00;39.44 €
10266;6511;10/6/2004 0:00:00;-146.40 €
10267;6512;27/2/2004 0:00:00;284.43 €
10268;6513;15/6/2004 0:00:00;78.88 €
10269;6514;27/5/2004 0:00:00;210.92 €
10270;6515;27/5/2004 0:00:00;696.00 €
10271;6516;15/6/2004 0:00:00;185.81 €
10273;6518;27/2/2004 0:00:00;968.58 €
10274;6519;27/5/2004 0:00:00;601.85 €
10275;6520;25/6/2004 0:00:00;3662.72 €
10276;6521;26/4/2004 0:00:00;1392.00 €
10277;6522;27/5/2004 0:00:00;731.96 €
10278;6523;5/4/2004 0:00:00;74.50 €
10280;6524;5/4/2004 0:00:00;128.77 €
10281;6525;5/6/2004 0:00:00;885.40 €
10282;6526;15/5/2004 0:00:00;532.16 €
10283;6527;10/5/2004 0:00:00;421.85 €
10285;6528;30/6/2004 0:00:00;1051.52 €
10286;6529;5/4/2004 0:00:00;200.68 €
10287;6530;5/5/2004 0:00:00;1539.62 €
10288;6531;5/6/2004 0:00:00;183.74 €
10289;6532;5/5/2004 0:00:00;1049.50 €
10290;6533;25/6/2004 0:00:00;286.64 €
10291;6534;25/5/2004 0:00:00;933.54 €
10292;6535;20/6/2004 0:00:00;1124.68 €
10294;6536;10/6/2004 0:00:00;2261.42 €
10296;6537;5/5/2004 0:00:00;368.25 €
10297;6538;10/6/2004 0:00:00;905.40 €
10300;6539;5/6/2004 0:00:00;494.88 €
10301;6540;30/5/2004 0:00:00;732.03 €
10304;6541;29/2/2004 0:00:00;74.95 €
10305;6542;20/5/2004 0:00:00;132.36 €
10306;6543;25/5/2004 0:00:00;4724.83 €
10307;6544;25/4/2004 0:00:00;362.69 €
10308;6545;25/4/2004 0:00:00;2002.81 €
10309;6546;25/4/2004 0:00:00;1019.20 €
10310;6547;25/4/2004 0:00:00;671.21 €
10311;6548;25/4/2004 0:00:00;139.40 €
10316;6549;15/6/2004 0:00:00;986.14 €
10317;6550;10/5/2004 0:00:00;489.07 €
10318;6551;5/6/2004 0:00:00;1105.78 €
10319;6597;5/4/2004 0:00:00;215.68 €
10320;6552;30/6/2004 0:00:00;703.89 €
10322;6553;15/6/2004 0:00:00;782.00 €
10324;6554;5/5/2004 0:00:00;435.00 €
10325;6555;30/5/2004 0:00:00;501.00 €
10326;6556;20/6/2003 0:00:00;613.66 €
10328;6557;31/5/2004 0:00:00;92.77 €
10329;6558;30/6/2004 0:00:00;657.73 €
10330;6559;1/6/2004 0:00:00;94.98 €
10331;6560;27/6/2004 0:00:00;87.20 €
10332;6561;2/5/2004 0:00:00;265.04 €
10333;6562;10/6/2004 0:00:00;765.60 €
10334;6563;10/6/2004 0:00:00;3094.61 €
10335;6564;27/6/2004 0:00:00;201.56 €
10336;6565;25/6/2004 0:00:00;867.10 €
10337;6566;10/6/2004 0:00:00;92.08 €
10338;6567;2/6/2004 0:00:00;169.17 €
10339;6568;25/6/2004 0:00:00;416.75 €
10340;6569;20/6/2004 0:00:00;218.17 €
10341;6570;30/6/2004 0:00:00;735.56 €
10342;6571;5/6/2004 0:00:00;1367.74 €
10343;6572;5/4/2004 0:00:00;445.71 €
10344;6573;30/4/2004 0:00:00;-20.91 €
10346;6574;25/4/2004 0:00:00;-13.94 €
10347;6575;25/2/2004 0:00:00;259.11 €
10348;6576;12/4/2004 0:00:00;137.81 €
10349;6577;20/6/2004 0:00:00;265.80 €
10350;6578;12/4/2004 0:00:00;109.47 €
10351;6579;5/7/2004 0:00:00;344.52 €
10353;6580;25/6/2004 0:00:00;3596.52 €
10355;6581;25/6/2004 0:00:00;3139.52 €
10356;6582;15/5/2004 0:00:00;2995.90 €
10357;6583;12/6/2004 0:00:00;798.73 €
10358;6584;20/5/2004 0:00:00;2601.93 €
10360;6585;12/5/2004 0:00:00;200.68 €
10361;6586;12/5/2004 0:00:00;1071.91 €
10362;6587;12/6/2004 0:00:00;974.40 €
10363;6588;12/6/2004 0:00:00;249.96 €
10365;6589;20/6/2004 0:00:00;1180.83 €
10366;6590;20/6/2004 0:00:00;92.71 €
10368;6591;12/5/2004 0:00:00;137.95 €
10369;6592;20/5/2004 0:00:00;1000.92 €
10370;6593;20/5/2004 0:00:00;326.33 €
10371;6594;12/5/2004 0:00:00;1556.14 €
10372;6595;20/6/2004 0:00:00;1114.75 €
10373;6596;25/6/2004 0:00:00;1053.54 €
10377;6598;3/6/2004 0:00:00;400.78 €
10378;6599;15/5/2004 0:00:00;1370.08 €
10380;6600;12/4/2004 0:00:00;1187.94 €
10381;6601;12/4/2004 0:00:00;84.87 €
10382;6602;5/7/2004 0:00:00;194.47 €
10383;6603;12/6/2004 0:00:00;94.25 €
10384;6604;12/6/2004 0:00:00;1097.56 €
10388;6605;14/4/2004 0:00:00;432.00 €
10389;6606;29/2/2004 0:00:00;752.00 €
10390;6607;14/4/2004 0:00:00;112.00 €
10391;6608;25/2/2004 0:00:00;336.00 €
10392;6609;10/5/2004 0:00:00;369.00 €
