"IDPROMOCION";"IDFIRMA";"IDFAMILIA";"IDARTICULO";"FECHALIMITE";"CANTIDADMINIMA";"NETO";"DESCUENTO";"COMISION"
1870;"18";"01";"0399";31/12/2012 0:00:00;1,00;0,40 €;0,00;5,00
1871;"18";"01";"0400";31/12/2012 0:00:00;1,00;0,40 €;0,00;5,00
1872;"18";"01";"0401";31/12/2012 0:00:00;1,00;0,40 €;0,00;5,00
1873;"18";"01";"0472";31/12/2012 0:00:00;1,00;0,87 €;0,00;5,00
1874;"18";"01";"0473";31/12/2012 0:00:00;1,00;1,14 €;0,00;5,00
1875;"18";"01";"0474";31/12/2012 0:00:00;1,00;1,26 €;0,00;5,00
1876;"18";"01";"0484";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1877;"18";"01";"0485";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1878;"18";"01";"0552";31/12/2012 0:00:00;1,00;0,20 €;0,00;5,00
1879;"18";"01";"0553";31/12/2012 0:00:00;1,00;0,29 €;0,00;5,00
1880;"18";"01";"0554";31/12/2012 0:00:00;1,00;0,41 €;0,00;5,00
1881;"18";"01";"0555";31/12/2012 0:00:00;1,00;0,24 €;0,00;5,00
1882;"18";"01";"0566";31/12/2012 0:00:00;1,00;0,41 €;0,00;5,00
1883;"18";"01";"0568";31/12/2012 0:00:00;1,00;1,02 €;0,00;5,00
1884;"18";"01";"0591";31/12/2012 0:00:00;1,00;0,53 €;0,00;5,00
1885;"18";"01";"0592";31/12/2012 0:00:00;1,00;0,53 €;0,00;5,00
1886;"18";"01";"0346";31/12/2014 0:00:00;1,00;0,07 €;0,00;5,00
1887;"18";"01";"0593";31/12/2012 0:00:00;1,00;0,53 €;0,00;5,00
1888;"18";"01";"0594";31/12/2012 0:00:00;1,00;0,53 €;0,00;5,00
1889;"18";"01";"0598";31/12/2012 0:00:00;1,00;0,42 €;0,00;5,00
1890;"18";"01";"0630";31/12/2012 0:00:00;1,00;0,22 €;0,00;5,00
1891;"18";"01";"0646";31/12/2012 0:00:00;1,00;0,06 €;0,00;5,00
1892;"18";"01";"0647";31/12/2012 0:00:00;1,00;0,07 €;0,00;5,00
1893;"18";"01";"0649";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
1894;"18";"01";"0654";31/12/2012 0:00:00;1,00;0,42 €;0,00;5,00
1895;"18";"01";"0691";31/12/2012 0:00:00;1,00;0,42 €;0,00;5,00
1896;"18";"01";"0727";31/12/2012 0:00:00;1,00;0,24 €;0,00;5,00
1897;"18";"01";"0744";31/12/2012 0:00:00;1,00;0,18 €;0,00;5,00
1898;"18";"01";"0754";31/12/2012 0:00:00;1,00;0,41 €;0,00;5,00
1899;"18";"01";"0755";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
1900;"18";"01";"0756";31/12/2012 0:00:00;1,00;0,55 €;0,00;5,00
1901;"18";"01";"0765";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
1902;"18";"01";"0768";31/12/2012 0:00:00;1,00;0,57 €;0,00;5,00
1903;"18";"01";"0777";31/12/2012 0:00:00;1,00;1,74 €;0,00;5,00
1904;"18";"01";"0779";31/12/2012 0:00:00;1,00;1,79 €;0,00;5,00
1905;"18";"01";"0780";31/12/2012 0:00:00;1,00;1,83 €;0,00;5,00
1906;"18";"01";"0781";31/12/2012 0:00:00;1,00;1,92 €;0,00;5,00
1907;"18";"01";"0782";31/12/2012 0:00:00;1,00;2,05 €;0,00;5,00
1908;"18";"01";"0783";31/12/2012 0:00:00;1,00;2,09 €;0,00;5,00
1909;"18";"01";"0833";31/12/2012 0:00:00;1,00;0,23 €;0,00;5,00
1910;"18";"01";"0834";31/12/2012 0:00:00;1,00;0,31 €;0,00;5,00
1911;"18";"01";"0835";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
1912;"18";"01";"0836";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
1913;"18";"01";"0837";31/12/2012 0:00:00;1,00;0,24 €;0,00;5,00
1914;"18";"01";"0838";31/12/2012 0:00:00;1,00;0,41 €;0,00;5,00
1915;"18";"01";"0896";31/12/2012 0:00:00;1,00;0,52 €;0,00;5,00
1916;"18";"01";"0936";31/12/2012 0:00:00;1,00;0,45 €;0,00;5,00
1917;"18";"01";"0938";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
1918;"18";"01";"0939";31/12/2012 0:00:00;1,00;0,52 €;0,00;5,00
1919;"18";"01";"0940";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
1920;"18";"01";"0941";31/12/2012 0:00:00;1,00;0,21 €;0,00;5,00
1921;"18";"01";"0942";31/12/2012 0:00:00;1,00;0,31 €;0,00;5,00
1922;"18";"01";"0943";31/12/2012 0:00:00;1,00;0,23 €;0,00;5,00
1923;"18";"01";"0945";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
1924;"18";"01";"0946";31/12/2012 0:00:00;1,00;0,17 €;0,00;5,00
1925;"18";"01";"0947";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
1926;"18";"01";"0948";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
1927;"18";"01";"0949";31/12/2012 0:00:00;1,00;0,17 €;0,00;5,00
1928;"18";"01";"0950";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
1929;"18";"01";"0951";31/12/2012 0:00:00;1,00;0,43 €;0,00;5,00
1930;"18";"01";"0952";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
1931;"18";"01";"0953";31/12/2012 0:00:00;1,00;2,10 €;0,00;5,00
1932;"18";"01";"0954";31/12/2012 0:00:00;1,00;0,56 €;0,00;5,00
1933;"18";"01";"0955-1";31/12/2012 0:00:00;1,00;3,20 €;0,00;5,00
1934;"18";"01";"0955-F2";31/12/2012 0:00:00;1,00;1,00 €;0,00;5,00
1935;"18";"01";"0956";31/12/2012 0:00:00;1,00;0,30 €;0,00;5,00
1936;"18";"01";"0636";31/12/2012 0:00:00;1,00;0,03 €;0,00;5,00
1937;"18";"01";"0778";31/12/2012 0:00:00;1,00;1,74 €;0,00;5,00
1938;"18";"01";"0784";31/12/2012 0:00:00;1,00;0,13 €;0,00;5,00
1939;"18";"01";"0785";31/12/2012 0:00:00;1,00;0,13 €;0,00;5,00
1940;"18";"01";"0832";31/12/2012 0:00:00;1,00;0,63 €;0,00;5,00
1941;"18";"01";"0955-F3";31/12/2012 0:00:00;1,00;0,93 €;0,00;5,00
1942;"18";"01";"0956";31/12/2012 0:00:00;1,00;0,30 €;0,00;5,00
1943;"18";"01";"0957";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
1944;"18";"01";"0958";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
1945;"18";"01";"0959";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
1946;"18";"01";"0960";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
1947;"18";"01";"0961";31/12/2012 0:00:00;1,00;0,46 €;0,00;5,00
1948;"18";"01";"0962";31/12/2012 0:00:00;1,00;0,52 €;0,00;5,00
1949;"18";"01";"0963";31/12/2012 0:00:00;1,00;0,65 €;0,00;5,00
1950;"18";"01";"0991";31/12/2012 0:00:00;1,00;0,35 €;0,00;5,00
1951;"18";"01";"1002";31/12/2012 0:00:00;1,00;0,33 €;0,00;5,00
1952;"18";"01";"1004";31/12/2012 0:00:00;1,00;0,38 €;0,00;5,00
1953;"18";"01";"1005";31/12/2012 0:00:00;1,00;0,29 €;0,00;5,00
1954;"18";"01";"1006";31/12/2012 0:00:00;1,00;0,42 €;0,00;5,00
1955;"18";"01";"1011";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
1956;"18";"01";"1012";31/12/2012 0:00:00;1,00;0,39 €;0,00;5,00
1957;"18";"01";"1159";31/12/2012 0:00:00;1,00;1,84 €;0,00;5,00
1958;"18";"01";"1255";31/12/2012 0:00:00;1,00;0,22 €;0,00;5,00
1959;"18";"01";"1309";31/12/2012 0:00:00;1,00;0,33 €;0,00;5,00
1960;"18";"01";"1311";31/12/2012 0:00:00;1,00;0,45 €;0,00;5,00
1961;"18";"01";"1312";31/12/2012 0:00:00;1,00;0,63 €;0,00;5,00
1962;"18";"01";"1315";31/12/2012 0:00:00;1,00;0,22 €;0,00;5,00
1963;"18";"01";"1366";31/12/2012 0:00:00;1,00;0,65 €;0,00;5,00
1964;"18";"01";"1367";31/12/2012 0:00:00;1,00;0,50 €;0,00;5,00
1965;"18";"01";"1488";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
1966;"18";"01";"1490";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
1967;"18";"01";"1492";31/12/2012 0:00:00;1,00;0,95 €;0,00;5,00
1968;"18";"01";"1493";31/12/2012 0:00:00;1,00;1,10 €;0,00;5,00
1969;"18";"01";"1494";31/12/2012 0:00:00;1,00;1,70 €;0,00;5,00
1970;"18";"01";"AF32";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
1971;"18";"01";"AFU";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
1972;"18";"01";"AM-12";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1973;"18";"01";"AM-16";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1974;"18";"01";"1310";31/12/2012 0:00:00;1,00;0,20 €;0,00;5,00
1975;"18";"01";"1314";31/12/2012 0:00:00;1,00;0,19 €;0,00;5,00
1976;"18";"01";"1316";31/12/2012 0:00:00;1,00;0,27 €;0,00;5,00
1977;"18";"01";"1345";31/12/2012 0:00:00;1,00;1,44 €;0,00;5,00
1978;"18";"01";"1829";31/12/2012 0:00:00;1,00;0,79 €;0,00;5,00
1979;"18";"01";"1830";31/12/2012 0:00:00;1,00;1,35 €;0,00;5,00
1980;"18";"01";"1831";31/12/2012 0:00:00;1,00;1,57 €;0,00;5,00
1981;"18";"01";"1832";31/12/2012 0:00:00;1,00;1,70 €;0,00;5,00
1982;"18";"01";"1833";31/12/2012 0:00:00;1,00;1,88 €;0,00;5,00
1983;"18";"01";"AF106";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1984;"18";"01";"AF106B";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1985;"18";"01";"AF55";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
1986;"18";"01";"AF82";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1987;"18";"01";"AF82B";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1988;"18";"01";"AF85";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1989;"18";"01";"AF85B";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1990;"18";"01";"AF88";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1991;"18";"01";"AF88B";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1992;"18";"01";"AF92";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1993;"18";"01";"AF92B";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1994;"18";"01";"AF96";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
1995;"18";"01";"AF96B";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1996;"18";"01";"AM-22";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
1997;"18";"01";"AM-27";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1998;"18";"01";"AM-32";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
1999;"18";"01";"AM-40";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2000;"18";"01";"AM-50";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2001;"18";"01";"AM-60";31/12/2012 0:00:00;1,00;0,12 €;0,00;5,00
2002;"18";"01";"AM-70";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2003;"18";"01";"AM-80";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
2004;"18";"01";"AM-90";31/12/2012 0:00:00;1,00;0,17 €;0,00;5,00
2005;"18";"01";"K1822-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2006;"18";"01";"K2092";31/12/2012 0:00:00;1,00;2,45 €;0,00;5,00
2007;"18";"01";"K221-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2008;"18";"01";"K273-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2009;"18";"01";"K274-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2010;"18";"01";"K342-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2011;"18";"01";"K343-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2012;"18";"01";"K522-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2013;"18";"01";"K532-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2014;"18";"01";"K557-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2015;"18";"01";"K571-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2016;"18";"01";"K606";31/12/2012 0:00:00;1,00;2,50 €;0,00;5,00
2017;"18";"01";"K659-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2018;"18";"01";"K660-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2019;"18";"01";"K664-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2020;"18";"01";"K752-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2021;"18";"01";"K955-F5";31/12/2012 0:00:00;1,00;1,62 €;0,00;5,00
2022;"18";"01";"K969-E";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2024;"18";"01";"K955-F2";31/12/2012 0:00:00;1,00;1,62 €;0,00;5,00
2026;"18";"01";"0411";31/12/2012 0:00:00;1,00;0,39 €;0,00;5,00
2027;"18";"01";"0498";31/12/2012 0:00:00;1,00;0,72 €;0,00;5,00
2028;"18";"01";"9624";31/12/2012 0:00:00;1,00;4,80 €;0,00;5,00
2029;"18";"01";"AM-12";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2030;"18";"01";"AM-16";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2031;"18";"01";"AM-22";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2032;"18";"01";"AM-27";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2033;"18";"01";"AM-32";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2034;"18";"01";"AM-40";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2035;"18";"01";"AM-50";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2036;"18";"01";"AM-60";31/12/2012 0:00:00;1,00;0,12 €;0,00;5,00
2037;"18";"01";"AM-70";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2038;"18";"01";"AM-80";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
2039;"18";"01";"AM-90";31/12/2012 0:00:00;1,00;0,17 €;0,00;5,00
2040;"18";"01";"0917";31/12/2012 0:00:00;1,00;0,68 €;0,00;5,00
2041;"18";"01";"0955-F2";31/12/2012 0:00:00;1,00;0,97 €;0,00;5,00
2042;"18";"01";"0955-F5";31/12/2012 0:00:00;1,00;0,90 €;0,00;5,00
2043;"18";"01";"1183";31/12/2012 0:00:00;1,00;3,66 €;0,00;5,00
2060;"18";"01";"2931";31/12/2012 0:00:00;1,00;16,00 €;0,00;5,00
2061;"18";"01";"2932";31/12/2012 0:00:00;1,00;20,00 €;0,00;5,00
2116;"18";"01";"AM-12";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2117;"18";"01";"AM-16";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2118;"18";"01";"AM-22";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2119;"18";"01";"AM-27";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2120;"18";"01";"AM-32";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2121;"18";"01";"AM-40";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2122;"18";"01";"AM-50";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2123;"18";"01";"AM-60";31/12/2012 0:00:00;1,00;0,12 €;0,00;5,00
2124;"18";"01";"AM-70";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2125;"18";"01";"AM-80";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
2126;"18";"01";"AM-90";31/12/2012 0:00:00;1,00;0,17 €;0,00;5,00
2127;"18";"01";"K955-F2";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2128;"18";"01";"K955-F5";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2134;"18";"01";"K1275";31/12/2012 0:00:00;1,00;5,36 €;0,00;5,00
2135;"18";"01";"0022";31/12/2015 0:00:00;1,00;0,09 €;0,00;5,00
2136;"18";"01";"0164";31/12/2014 0:00:00;1,00;0,10 €;0,00;5,00
2137;"18";"01";"0258";31/12/2014 0:00:00;1,00;1,85 €;0,00;5,00
2138;"18";"01";"0268";31/12/2014 0:00:00;1,00;0,90 €;0,00;5,00
2139;"18";"01";"0339";31/12/2014 0:00:00;1,00;1,65 €;0,00;5,00
2140;"18";"01";"0506";31/12/2012 0:00:00;1,00;3,16 €;0,00;5,00
2141;"18";"01";"0507";31/12/2012 0:00:00;1,00;5,18 €;0,00;5,00
2142;"18";"01";"0542";31/12/2012 0:00:00;1,00;0,72 €;0,00;5,00
2143;"18";"01";"0582";31/12/2012 0:00:00;1,00;0,56 €;0,00;5,00
2144;"18";"01";"0606";31/12/2012 0:00:00;1,00;2,70 €;0,00;5,00
2145;"18";"01";"0630";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2146;"18";"01";"0699-1";31/12/2012 0:00:00;1,00;6,61 €;0,00;5,00
2147;"18";"01";"0699-5";31/12/2012 0:00:00;1,00;8,50 €;0,00;5,00
2148;"18";"01";"0736";31/12/2012 0:00:00;1,00;0,59 €;0,00;5,00
2149;"18";"01";"0737";31/12/2012 0:00:00;1,00;0,54 €;0,00;5,00
2150;"18";"01";"0738";31/12/2012 0:00:00;1,00;0,59 €;0,00;5,00
2151;"18";"01";"0753";31/12/2012 0:00:00;1,00;2,95 €;0,00;5,00
2152;"18";"01";"0773";31/12/2012 0:00:00;1,00;5,00 €;0,00;5,00
2153;"18";"01";"0918";31/12/2012 0:00:00;1,00;0,32 €;0,00;5,00
2154;"18";"01";"0924";31/12/2012 0:00:00;1,00;1,38 €;0,00;5,00
2155;"18";"01";"0925";31/12/2012 0:00:00;1,00;1,73 €;0,00;5,00
2156;"18";"01";"0955-F2";31/12/2012 0:00:00;1,00;0,81 €;0,00;5,00
2157;"18";"01";"0955-F5";31/12/2012 0:00:00;1,00;0,81 €;0,00;5,00
2158;"18";"01";"1060";31/12/2012 0:00:00;1,00;1,67 €;0,00;5,00
2159;"18";"01";"1064";31/12/2012 0:00:00;1,00;1,06 €;0,00;5,00
2160;"18";"01";"1065";31/12/2012 0:00:00;1,00;2,30 €;0,00;5,00
2161;"18";"01";"1070";31/12/2012 0:00:00;1,00;1,72 €;0,00;5,00
2162;"18";"01";"1076";31/12/2012 0:00:00;1,00;1,45 €;0,00;5,00
2163;"18";"01";"0753";31/12/2012 0:00:00;1,00;3,40 €;0,00;5,00
2164;"18";"01";"1319";31/12/2012 0:00:00;1,00;25,00 €;0,00;5,00
2165;"18";"01";"1438";31/12/2012 0:00:00;1,00;19,00 €;0,00;5,00
2166;"18";"01";"1510";31/12/2012 0:00:00;1,00;6,45 €;0,00;5,00
2167;"18";"01";"1545";31/12/2012 0:00:00;1,00;9,00 €;0,00;5,00
2168;"18";"01";"1729";31/12/2012 0:00:00;1,00;1,50 €;0,00;5,00
2169;"18";"01";"1824";31/12/2012 0:00:00;1,00;1,35 €;0,00;5,00
2170;"18";"01";"1848";31/12/2012 0:00:00;1,00;1,51 €;0,00;5,00
2171;"18";"01";"1874";31/12/2012 0:00:00;1,00;1,95 €;0,00;5,00
2172;"18";"01";"1887";31/12/2012 0:00:00;1,00;3,65 €;0,00;5,00
2173;"18";"01";"1888";31/12/2012 0:00:00;1,00;13,00 €;0,00;5,00
2174;"18";"01";"2046";31/12/2012 0:00:00;1,00;13,00 €;0,00;5,00
2175;"18";"01";"2051";31/12/2012 0:00:00;1,00;18,00 €;0,00;5,00
2176;"18";"01";"2092";31/12/2012 0:00:00;1,00;2,55 €;0,00;5,00
2177;"18";"01";"2143";31/12/2012 0:00:00;1,00;1,65 €;0,00;5,00
2178;"18";"01";"2193";31/12/2012 0:00:00;1,00;10,00 €;0,00;5,00
2182;"18";"01";"2465";31/12/2012 0:00:00;1,00;3,95 €;0,00;5,00
2184;"18";"01";"2499";31/12/2012 0:00:00;1,00;18,00 €;0,00;5,00
2185;"18";"01";"2501";31/12/2012 0:00:00;1,00;13,45 €;0,00;5,00
2188;"18";"01";"2633";31/12/2012 0:00:00;1,00;16,00 €;0,00;5,00
2189;"18";"01";"00K1";31/12/2014 0:00:00;1,00;0,21 €;0,00;5,00
2190;"18";"01";"00P2";31/12/2014 0:00:00;1,00;0,55 €;0,00;5,00
2191;"18";"01";"0190";31/12/2014 0:00:00;1,00;0,98 €;0,00;5,00
2192;"18";"01";"2647";31/12/2012 0:00:00;1,00;19,00 €;0,00;5,00
2195;"18";"01";"2728";31/12/2012 0:00:00;1,00;0,25 €;0,00;5,00
2196;"18";"01";"2805";31/12/2012 0:00:00;1,00;26,00 €;0,00;5,00
2211;"18";"01";"2931";31/12/2012 0:00:00;1,00;18,00 €;0,00;5,00
2212;"18";"01";"2932";31/12/2012 0:00:00;1,00;20,00 €;0,00;5,00
2225;"18";"01";"3001";31/12/2012 0:00:00;1,00;6,65 €;0,00;5,00
2226;"18";"01";"3006";31/12/2012 0:00:00;1,00;12,24 €;0,00;5,00
2227;"18";"01";"3009";31/12/2012 0:00:00;1,00;9,88 €;0,00;5,00
2228;"18";"01";"3011";31/12/2012 0:00:00;1,00;1,22 €;0,00;5,00
2229;"18";"01";"3021";31/12/2012 0:00:00;1,00;4,98 €;0,00;5,00
2230;"18";"01";"3129";31/12/2012 0:00:00;1,00;12,50 €;0,00;5,00
2231;"18";"01";"3517";31/12/2012 0:00:00;1,00;1,20 €;0,00;5,00
2232;"18";"01";"4005";31/12/2012 0:00:00;1,00;7,75 €;0,00;5,00
2237;"18";"01";"4165";31/12/2012 0:00:00;1,00;6,05 €;0,00;5,00
2322;"18";"01";"7659";31/12/2012 0:00:00;1,00;1,30 €;0,00;5,00
2323;"18";"01";"7906";31/12/2012 0:00:00;1,00;8,00 €;0,00;5,00
2324;"18";"01";"8096";31/12/2012 0:00:00;1,00;2,12 €;0,00;5,00
2325;"18";"01";"8307";31/12/2012 0:00:00;1,00;4,50 €;0,00;5,00
2326;"18";"01";"9603";31/12/2012 0:00:00;1,00;4,00 €;0,00;5,00
2327;"18";"01";"9605";31/12/2012 0:00:00;1,00;4,65 €;0,00;5,00
2328;"18";"01";"9610";31/12/2012 0:00:00;1,00;6,35 €;0,00;5,00
2329;"18";"01";"9620";31/12/2012 0:00:00;1,00;1,65 €;0,00;5,00
2330;"18";"01";"9621";31/12/2012 0:00:00;1,00;1,95 €;0,00;5,00
2331;"18";"01";"9622";31/12/2012 0:00:00;1,00;2,30 €;0,00;5,00
2332;"18";"01";"9623";31/12/2012 0:00:00;1,00;2,60 €;0,00;5,00
2333;"18";"01";"9624";31/12/2012 0:00:00;1,00;2,85 €;0,00;5,00
2334;"18";"01";"9625";31/12/2012 0:00:00;1,00;3,20 €;0,00;5,00
2335;"18";"01";"9626";31/12/2012 0:00:00;1,00;1,30 €;0,00;5,00
2336;"18";"01";"9627";31/12/2012 0:00:00;1,00;1,60 €;0,00;5,00
2337;"18";"01";"AF32";31/12/2012 0:00:00;1,00;0,13 €;0,00;5,00
2338;"18";"01";"AFU";31/12/2012 0:00:00;1,00;0,13 €;0,00;5,00
2339;"18";"01";"AM-12";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2340;"18";"01";"AM-16";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2341;"18";"01";"AM-22";31/12/2012 0:00:00;1,00;0,09 €;0,00;5,00
2342;"18";"01";"AM-27";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2343;"18";"01";"AM-32";31/12/2012 0:00:00;1,00;0,10 €;0,00;5,00
2344;"18";"01";"AM-40";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2345;"18";"01";"AM-50";31/12/2012 0:00:00;1,00;0,11 €;0,00;5,00
2346;"18";"01";"AM-60";31/12/2012 0:00:00;1,00;0,12 €;0,00;5,00
2347;"18";"01";"AM-70";31/12/2012 0:00:00;1,00;0,14 €;0,00;5,00
2348;"18";"01";"AM-80";31/12/2012 0:00:00;1,00;0,16 €;0,00;5,00
2349;"18";"01";"AM-90";31/12/2012 0:00:00;1,00;0,17 €;0,00;5,00
2350;"18";"01";"F0012CI";31/12/2012 0:00:00;1,00;4,60 €;0,00;5,00
2351;"18";"01";"F0013FO";31/12/2012 0:00:00;1,00;6,05 €;0,00;5,00
2352;"18";"01";"F0116P";31/12/2012 0:00:00;1,00;6,00 €;0,00;5,00
2353;"18";"01";"SC006";31/12/2012 0:00:00;1,00;11,85 €;0,00;5,00
2354;"18";"01";"TP-270";31/12/2012 0:00:00;1,00;0,39 €;0,00;5,00
2355;"18";"01";"TP-367";31/12/2012 0:00:00;1,00;0,55 €;0,00;5,00
2357;"18";"01";"00K1";31/12/2014 0:00:00;1,00;0,21 €;0,00;5,00
2358;"18";"01";"0153";31/12/2014 0:00:00;1,00;0,18 €;0,00;5,00
2359;"18";"01";"0164";31/12/2014 0:00:00;1,00;0,10 €;0,00;5,00
2360;"18";"01";"0311";31/12/2014 0:00:00;1,00;0,69 €;0,00;5,00
2361;"18";"01";"0468";31/12/2012 0:00:00;1,00;0,30 €;0,00;5,00
2362;"18";"01";"0512";31/12/2012 0:00:00;1,00;3,11 €;0,00;5,00
2363;"18";"01";"0606";31/12/2012 0:00:00;1,00;1,90 €;0,00;5,00
2364;"18";"01";"0694";31/12/2012 0:00:00;1,00;1,41 €;0,00;5,00
2365;"18";"01";"0747";31/12/2012 0:00:00;1,00;0,78 €;0,00;5,00
2366;"18";"01";"0859";31/12/2012 0:00:00;1,00;3,85 €;0,00;5,00
2367;"18";"01";"0901";31/12/2012 0:00:00;1,00;6,76 €;0,00;5,00
2368;"18";"01";"0926H";31/12/2012 0:00:00;1,00;11,72 €;0,00;5,00
2369;"18";"01";"0955-F2";31/12/2012 0:00:00;1,00;0,81 €;0,00;5,00
2370;"18";"01";"0955-F5";31/12/2012 0:00:00;1,00;0,81 €;0,00;5,00
2371;"18";"01";"0990";31/12/2012 0:00:00;1,00;9,77 €;0,00;5,00
2372;"18";"01";"1047";31/12/2012 0:00:00;1,00;13,52 €;0,00;5,00
2373;"18";"01";"1060";31/12/2012 0:00:00;1,00;1,89 €;0,00;5,00
2374;"18";"01";"1186";31/12/2012 0:00:00;1,00;21,79 €;0,00;5,00
2375;"18";"01";"1187";31/12/2012 0:00:00;1,00;21,79 €;0,00;5,00
2376;"18";"01";"1251";31/12/2012 0:00:00;1,00;14,06 €;0,00;5,00
2377;"18";"01";"1320";31/12/2012 0:00:00;1,00;2,25 €;0,00;5,00
2378;"18";"01";"1486";31/12/2012 0:00:00;1,00;23,00 €;0,00;5,00
2379;"18";"01";"1558";31/12/2012 0:00:00;1,00;6,85 €;0,00;5,00
2380;"18";"01";"1578";31/12/2012 0:00:00;1,00;2,08 €;0,00;5,00
